Hospital Name,State,District
Community Health  Centre Akaltara,CHHATTISGARH,JANJGIR-CHAMPA
CHC Jaijaipur,CHHATTISGARH,SAKTI
CHC Kharoud Pamgarh,CHHATTISGARH,JANJGIR-CHAMPA
community health center malkharda,CHHATTISGARH,SAKTI
Community Health Care Centre Sakti,CHHATTISGARH,SAKTI
CHCDABHARA,CHHATTISGARH,SAKTI
District Hospital Janjgir,CHHATTISGARH,JANJGIR-CHAMPA
B.D.M. Govt Hospital Champa ,CHHATTISGARH,JANJGIR-CHAMPA
C.H.C. bamhnidih,CHHATTISGARH,JANJGIR-CHAMPA
CHC Navagrh,CHHATTISGARH,JANJGIR-CHAMPA
PRIMERY HEALTH CENTER KOTAMI,CHHATTISGARH,SAKTI
PRIMERY HEALTH CENTER TUNDRI,CHHATTISGARH,SAKTI
PRIMERY HEALTH CENTER Hasoud,CHHATTISGARH,SAKTI
CIVIL DISPENSARY BARADWAR,CHHATTISGARH,SAKTI
PHC Deori,CHHATTISGARH,SAKTI
PHC Jarve Baloda Janjgir Champa,CHHATTISGARH,JANJGIR-CHAMPA
PHC PANTORA,CHHATTISGARH,JANJGIR-CHAMPA
PHC PAHARIYA,CHHATTISGARH,JANJGIR-CHAMPA
PHC GATWA,CHHATTISGARH,JANJGIR-CHAMPA
PHC CHORIYA,CHHATTISGARH,JANJGIR-CHAMPA
PHC SOTHI,CHHATTISGARH,JANJGIR-CHAMPA
primary health center ghoghari,CHHATTISGARH,SAKTI
primary health center adbhar,CHHATTISGARH,SAKTI
Primary health Centre Kera,CHHATTISGARH,JANJGIR-CHAMPA
PHC RAHOD,CHHATTISGARH,JANJGIR-CHAMPA
PHC NARIYARA,CHHATTISGARH,JANJGIR-CHAMPA
Civil Hospital  Ratanpur,CHHATTISGARH,BILASPUR
Community Health Center  Bilha,CHHATTISGARH,BILASPUR
Community Health Center Kota,CHHATTISGARH,BILASPUR
Community Health Center  Pendra,CHHATTISGARH,GAURELLA PENDRA MARWAHI
Community Health Center  Takhatpur,CHHATTISGARH,BILASPUR
Community Health Center  Masturi,CHHATTISGARH,BILASPUR
Community Health Center  Gaurella,CHHATTISGARH,GAURELLA PENDRA MARWAHI
District Hospital Bilaspur,CHHATTISGARH,BILASPUR
CIMS,CHHATTISGARH,BILASPUR
CHC Marwahi,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC Seepath,CHHATTISGARH,BILASPUR
MENTAL HOSPITAL SENDARI BILASPUR,CHHATTISGARH,BILASPUR
Shahid Veer Narayan Smriti PHC Pachpedi,CHHATTISGARH,BILASPUR
uraban primary health materanl child bilaspur c.G,CHHATTISGARH,BILASPUR
PHC Kargikala,CHHATTISGARH,BILASPUR
CHC Bodla,CHHATTISGARH,KABIRDHAM
CHC Sahaspur lohara,CHHATTISGARH,KABIRDHAM
CHC Pipariya,CHHATTISGARH,KABIRDHAM
CHC Pandariya,CHHATTISGARH,KABIRDHAM
District Hospital Kabirdham,CHHATTISGARH,KABIRDHAM
PHC Udiyakala,CHHATTISGARH,KABIRDHAM
PHC Bhimbhouri,CHHATTISGARH,KABIRDHAM
PHC Rampur Kabirdham,CHHATTISGARH,KABIRDHAM
PHC Ranvirpur,CHHATTISGARH,KABIRDHAM
PHC Rakse,CHHATTISGARH,KABIRDHAM
PHC Marka,CHHATTISGARH,KABIRDHAM
PHC Makichori,CHHATTISGARH,KABIRDHAM
PHC Raveli,CHHATTISGARH,KABIRDHAM
PHC Chilphi,CHHATTISGARH,KABIRDHAM
chc jhalmala,CHHATTISGARH,KABIRDHAM
PHC Taregaon,CHHATTISGARH,KABIRDHAM
Priamary Health Center Pondi,CHHATTISGARH,KABIRDHAM
PHC BAMHANI,CHHATTISGARH,KABIRDHAM
Priamary Health Center Mohgaon,CHHATTISGARH,KABIRDHAM
Priamary Health Center Damapur,CHHATTISGARH,KABIRDHAM
Priamary Health Center Ruse,CHHATTISGARH,KABIRDHAM
Priamary Health Center Pandatarai,CHHATTISGARH,KABIRDHAM
Priamary Health Center Dullapur,CHHATTISGARH,KABIRDHAM
PHC Baijalpur,CHHATTISGARH,KABIRDHAM
Priamary Health Center Chirpani,CHHATTISGARH,KABIRDHAM
PHC INDORI,CHHATTISGARH,KABIRDHAM
PHC Rengakhar,CHHATTISGARH,KABIRDHAM
CHC KUKDUR,CHHATTISGARH,KABIRDHAM
District Hospital Rajnandgaon,CHHATTISGARH,RAJNANDGAON
Community Health Center  Ghumka,CHHATTISGARH,RAJNANDGAON
Community Health Center  Dongargaon,CHHATTISGARH,RAJNANDGAON
Community Health Center  Manpur,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
Community Health Center  Ambagarh Chowki,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
Community Health Center  Dongargarh,CHHATTISGARH,RAJNANDGAON
Community Health Center  Chhuikhadan,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
Community Health Center  Chhuria,CHHATTISGARH,RAJNANDGAON
PHC TAPPA,CHHATTISGARH,RAJNANDGAON
PHC AASRA,CHHATTISGARH,RAJNANDGAON
PHC TUMDIBOD,CHHATTISGARH,RAJNANDGAON
PHC KAUDIKASA,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PHC CHILHATI,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PHC Gotatola,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PHC Umarwahi,CHHATTISGARH,RAJNANDGAON
PHC Kumarda,CHHATTISGARH,RAJNANDGAON
PHC Gaindatola,CHHATTISGARH,RAJNANDGAON
PHC Lal Bahadur Nagar,CHHATTISGARH,RAJNANDGAON
PHC Murmunda,CHHATTISGARH,RAJNANDGAON
PHC DUMARDIHKALA ,CHHATTISGARH,RAJNANDGAON
COMMUNITY HEALTH CENTER SOMNI ,CHHATTISGARH,RAJNANDGAON
PHC Pandadah,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
Community Health Center  Gandai,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PHC SALHEWARA,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
Community Health Center Mohla,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
CIVIL HOSPITAL KHAIRAGARH,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PHC ARJUNI Rajnandgaon,CHHATTISGARH,RAJNANDGAON
PHC Aundhi,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PHC BADGAON CHARBHATA,CHHATTISGARH,RAJNANDGAON
PHC SURGI,CHHATTISGARH,RAJNANDGAON
PHC KARAMTARA,CHHATTISGARH,RAJNANDGAON
"PRIMARY HEALTH CENTER, JADUTOLA",CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
"PRIMARY HEALTH CENTRE, BANDHABAZAR",CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
"PRIMARY HEALTH CENTRE, MAHUD MACHANDUR",CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
"PRIMARY HEALTH CENTRE, VASDI",CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PRIMARY HEALTH CENTER DANGARH,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PRIMARY HEALTH CENTER KHOBHA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER CHICHOLA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER RAMATOLA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER CHARBHATA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER MUSRAKALA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER mOHARA,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER KUSMI,CHHATTISGARH,RAJNANDGAON
PRIMARY HEALTH CENTER MUDHIPAR,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
"PRIMARY HEALTH CENTRE, MARKAMTOLA",CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PRIMARY HEALTH CENTER UDAYPUR,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PRIMARY HEALTH CENTER GATAPAR ,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PRIMARY HEALTH CENTER BAKARKATTA,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
"PRIMARY HEALTH CENTER, JALBANDHA",CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PHC SUKULDAIHAN,CHHATTISGARH,RAJNANDGAON
PHC BHARRITOLA,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
PHC BAZAAR ATARIYA,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PHC PENDARWANI,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
PHC KHADGAON,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOUKI
URBAN PHC MOTIPUR,CHHATTISGARH,RAJNANDGAON
URBAN PHC SHANKARPUR,CHHATTISGARH,RAJNANDGAON
phc pailimeta,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
phc bundeli,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
"district hospital, durg",CHHATTISGARH,DURG
lal bahadur shastri civil hospital,CHHATTISGARH,DURG
CHC NIKUM,CHHATTISGARH,DURG
CHC UTAI,CHHATTISGARH,DURG
Community Health Centre Patan,CHHATTISGARH,DURG
primary health centre Ranitarai,CHHATTISGARH,DURG
PRIMARY HEALTH CENTREGADADIH,CHHATTISGARH,DURG
CHCBori,CHHATTISGARH,DURG
CHC DHAMDHA,CHHATTISGARH,DURG
PHC Nagpura,CHHATTISGARH,DURG
CHC Ahiwara,CHHATTISGARH,DURG
CHC Kumhari,CHHATTISGARH,DURG
PHC Bhilai,CHHATTISGARH,DURG
URBAN PRIMARY  HEALTH CENTER BAGHERA,CHHATTISGARH,DURG
PRIMARY HEALTH CENTER DHAMDHA NAKA,CHHATTISGARH,DURG
URBAN PRIMARY HEALTH CENTER KHURSIPAR BHILAI,CHHATTISGARH,DURG
URBAN PRIMARY HEALTH CENTER CAMP TWO,CHHATTISGARH,DURG
pRIMERY HEALTH CENTRE JEORA,CHHATTISGARH,DURG
"PRIMARY HEALTH CENTRE NANKATHI, DURG",CHHATTISGARH,DURG
PRIMARY HEALTH CENTRE VAISHALINAGAR,CHHATTISGARH,DURG
PHC rasmada durg,CHHATTISGARH,DURG
PRIMARY HEALTH CENTRE SURDUNG,CHHATTISGARH,DURG
CHC JHEETH,CHHATTISGARH,DURG
UPHC TANKI MARODA,CHHATTISGARH,DURG
UPHC POTIYAKALA,CHHATTISGARH,DURG
UPHC Charoda NUHM,CHHATTISGARH,DURG
PHC Bapunagar,CHHATTISGARH,DURG
PHC BATREL,CHHATTISGARH,DURG
PHC Dargaon,CHHATTISGARH,DURG
PHC KOHKA,CHHATTISGARH,DURG
PHC Pendrawan,CHHATTISGARH,DURG
UPHC KOSANAGAR BHILAI,CHHATTISGARH,DURG
UPHC CHHAWANI,CHHATTISGARH,DURG
PHC MACHANDUR,CHHATTISGARH,DURG
PHC JUNWANI,CHHATTISGARH,DURG
PHC MURMUNDA,CHHATTISGARH,DURG
PHC MEDESARA,CHHATTISGARH,DURG
PHC KHURSUL,CHHATTISGARH,DURG
PHC PURENA,CHHATTISGARH,DURG
PHC HANODA,CHHATTISGARH,DURG
Pt. J. N. M. Medical Collage Raipur,CHHATTISGARH,RAIPUR
CHC DHARSIWA,CHHATTISGARH,RAIPUR
CHC Abhanpur,CHHATTISGARH,RAIPUR
DISTRICT HOSPITAL RAIPUR,CHHATTISGARH,RAIPUR
Civil Hospital Mana,CHHATTISGARH,RAIPUR
CHC Arang,CHHATTISGARH,RAIPUR
CHC Tilda,CHHATTISGARH,RAIPUR
Govt. Dental College,CHHATTISGARH,RAIPUR
COMMUNITY HEALTH CENTER KHARORA,CHHATTISGARH,RAIPUR
PRIMARY HEALTH CENTRE MANDIRHASOUD,CHHATTISGARH,RAIPUR
PHC KHORPA,CHHATTISGARH,RAIPUR
CHC BIRGAON,CHHATTISGARH,RAIPUR
PHC CHANDKHURI,CHHATTISGARH,RAIPUR
PHC KURUD KUTELA,CHHATTISGARH,RAIPUR
PHC UPARWARA,CHHATTISGARH,RAIPUR
PHC AMASEONI,CHHATTISGARH,RAIPUR
PHC DONDEKALA,CHHATTISGARH,RAIPUR
PHC KHAIRKHURT,CHHATTISGARH,RAIPUR
PHC BANGOLI,CHHATTISGARH,RAIPUR
UPHC LABHANDI,CHHATTISGARH,RAIPUR
UPHC MOVA,CHHATTISGARH,RAIPUR
PHC URLA,CHHATTISGARH,RAIPUR
PHC BHATAGAON,CHHATTISGARH,RAIPUR
UPHC BHANPURI,CHHATTISGARH,RAIPUR
UPHC MATHPURENA,CHHATTISGARH,RAIPUR
UPHC GUDHIYARI,CHHATTISGARH,RAIPUR
UPHC KHOKHOPARA,CHHATTISGARH,RAIPUR
PHC REWA,CHHATTISGARH,RAIPUR
PHC BHANSOJ,CHHATTISGARH,RAIPUR
PHC Farfoud,CHHATTISGARH,RAIPUR
UPHC RAJATALAB,CHHATTISGARH,RAIPUR
chc basna,CHHATTISGARH,MAHASAMUND
CHC BAGBAHARA,CHHATTISGARH,MAHASAMUND
CHC Pithora,CHHATTISGARH,MAHASAMUND
CHC SARAIPALI,CHHATTISGARH,MAHASAMUND
PHC Jhalap,CHHATTISGARH,MAHASAMUND
CHC Tumgaon,CHHATTISGARH,MAHASAMUND
PHC SINGHODA,CHHATTISGARH,MAHASAMUND
PHC PATSENDRAY,CHHATTISGARH,MAHASAMUND
PHC BALODA,CHHATTISGARH,MAHASAMUND
PHC SAKRA,CHHATTISGARH,MAHASAMUND
PHC PIRDA,CHHATTISGARH,MAHASAMUND
PHC PATEWA,CHHATTISGARH,MAHASAMUND
PHC BAROLI,CHHATTISGARH,MAHASAMUND
PHC MUNGASHER,CHHATTISGARH,MAHASAMUND
PHC KOMAKHAN,CHHATTISGARH,MAHASAMUND
PHC BHURKONI,CHHATTISGARH,MAHASAMUND
PHC TENDUKONA,CHHATTISGARH,MAHASAMUND
PHC BHITHIDIH,CHHATTISGARH,MAHASAMUND
PHC  LAMBHAR,CHHATTISGARH,MAHASAMUND
PHC CHANAT,CHHATTISGARH,MAHASAMUND
PHC TOSHGAO,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER BHANWARPUR,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER HATHIBAHARA,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER KHALLARI,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER KHAMRIYA,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER Badesajapali,CHHATTISGARH,MAHASAMUND
PRIMARY HEALTH CENTER Khatti,CHHATTISGARH,MAHASAMUND
District Hospital Dhamtari,CHHATTISGARH,DHAMTARI
CHC Magarlod,CHHATTISGARH,DHAMTARI
CHC Nagri,CHHATTISGARH,DHAMTARI
CHC Gujra,CHHATTISGARH,DHAMTARI
PHC Sirri,CHHATTISGARH,DHAMTARI
CHC Bhakhara,CHHATTISGARH,DHAMTARI
PHC KARELIBADI ,CHHATTISGARH,DHAMTARI
PHC Megha,CHHATTISGARH,DHAMTARI
PHC Belargaon,CHHATTISGARH,DHAMTARI
PHC Dugli,CHHATTISGARH,DHAMTARI
PHC Sankara,CHHATTISGARH,DHAMTARI
PHC Gattasilli,CHHATTISGARH,DHAMTARI
PHC Keregaon,CHHATTISGARH,DHAMTARI
PHC Kandel,CHHATTISGARH,DHAMTARI
PHC Singhpur,CHHATTISGARH,DHAMTARI
PHC Sihava,CHHATTISGARH,DHAMTARI
Civil Hospital Kurud,CHHATTISGARH,DHAMTARI
URBAN PHC DHAMTARI,CHHATTISGARH,DHAMTARI
PHC Kharenga,CHHATTISGARH,DHAMTARI
PHC HASDA,CHHATTISGARH,DHAMTARI
PHC NARI,CHHATTISGARH,DHAMTARI
PHC PARKHANDA,CHHATTISGARH,DHAMTARI
PHC G Jamgaon,CHHATTISGARH,DHAMTARI
PHCBhatgaon,CHHATTISGARH,DHAMTARI
PHC  AKALADONGARI,CHHATTISGARH,DHAMTARI
PHC  Chatoud,CHHATTISGARH,DHAMTARI
PHC BORAI,CHHATTISGARH,DHAMTARI
PHC KORRA,CHHATTISGARH,DHAMTARI
CHC CHARAMA,CHHATTISGARH,KANKER
CHC NARHARPUR,CHHATTISGARH,KANKER
CHC ANTAGARH,CHHATTISGARH,KANKER
CHC BHANUPRATAPPUR,CHHATTISGARH,KANKER
CIVIL HOSPITAL PAKHANJUR,CHHATTISGARH,KANKER
CHC DHANELIKANHAR,CHHATTISGARH,KANKER
CHC DURGUKONDAL,CHHATTISGARH,KANKER
CHC AMODA,CHHATTISGARH,KANKER
CHC KOILIBEDA,CHHATTISGARH,KANKER
PHC KORAR,CHHATTISGARH,KANKER
PHC SARONA,CHHATTISGARH,KANKER
PHC BANDE,CHHATTISGARH,KANKER
PHC HALBA,CHHATTISGARH,KANKER
pHC AMABEDA,CHHATTISGARH,KANKER
PHC Kewti,CHHATTISGARH,KANKER
PHC HATKARRA,CHHATTISGARH,KANKER
PHC BHANBEDA,CHHATTISGARH,KANKER
PHC Haradula,CHHATTISGARH,KANKER
PHC Lakhanpuri,CHHATTISGARH,KANKER
PHC Kottara,CHHATTISGARH,KANKER
PHC BAGODAR,CHHATTISGARH,KANKER
PHC KODEKURSE,CHHATTISGARH,KANKER
PHC Basanwahi,CHHATTISGARH,KANKER
PHC Sarvandi,CHHATTISGARH,KANKER
PHC Badgaon,CHHATTISGARH,KANKER
PHC KONDE,CHHATTISGARH,KANKER
PHC DABENA,CHHATTISGARH,KANKER
MAHARANI HOSPITAL D.H. JAGDALPUR,CHHATTISGARH,BASTAR
CHC BAKAWAND,CHHATTISGARH,BASTAR
CHC LOHANDIGUDA,CHHATTISGARH,BASTAR
CHC TOKAPAL,CHHATTISGARH,BASTAR
CHC BADE KILEPAL,CHHATTISGARH,BASTAR
CHC DARBHA,CHHATTISGARH,BASTAR
CHC NANGUR,CHHATTISGARH,BASTAR
CHC Bastar,CHHATTISGARH,BASTAR
CIVIL HOSPITAL BHANPURI,CHHATTISGARH,BASTAR
PHC Kumhrawand,CHHATTISGARH,BASTAR
PHC Asna,CHHATTISGARH,BASTAR
PHC Nagarnar,CHHATTISGARH,BASTAR
PHC Adawal,CHHATTISGARH,BASTAR
District Hospital Dantewada,CHHATTISGARH,DANTEWADA
CHC Geedam,CHHATTISGARH,DANTEWADA
CHC Kuakonda,CHHATTISGARH,DANTEWADA
CHC Katekalyan,CHHATTISGARH,DANTEWADA
PHC Barsoor,CHHATTISGARH,DANTEWADA
PHC Bacheli,CHHATTISGARH,DANTEWADA
PHC Kirandul,CHHATTISGARH,DANTEWADA
PHC Badetumnar,CHHATTISGARH,DANTEWADA
PHC Pharaspal,CHHATTISGARH,DANTEWADA
District Hospital Narayanpur,CHHATTISGARH,NARAYANPUR
PHC benoor,CHHATTISGARH,NARAYANPUR
CHC CHHOTEDONGAR,CHHATTISGARH,NARAYANPUR
COMMUNITY HEALTH CENTER ORCHHA,CHHATTISGARH,NARAYANPUR
District Hospital Bijapur,CHHATTISGARH,Bijapur(CGH)
CHC Bhairamgarh,CHHATTISGARH,Bijapur(CGH)
CHC Bhopal Pattnam,CHHATTISGARH,Bijapur(CGH)
CHC Gangalur,CHHATTISGARH,Bijapur(CGH)
CHC Ussor,CHHATTISGARH,Bijapur(CGH)
CHC Kutru,CHHATTISGARH,Bijapur(CGH)
CHC NELASHNAR,CHHATTISGARH,Bijapur(CGH)
PRIMARY HEALTH CENTER CHERPAL,CHHATTISGARH,Bijapur(CGH)
PRIMARY HEALTH CENTER MADDED,CHHATTISGARH,Bijapur(CGH)
CHC Basaguda,CHHATTISGARH,Bijapur(CGH)
CHC Awapalli,CHHATTISGARH,Bijapur(CGH)
"District Hospital, Bemetara",CHHATTISGARH,BEMETARA
"CHC Nawagarh, Dist  Bemetara C.G.",CHHATTISGARH,BEMETARA
"CHC Berla, District Bemetara, C.G.",CHHATTISGARH,BEMETARA
Civil Hospital Saja,CHHATTISGARH,BEMETARA
PHC DEVORBIJA,CHHATTISGARH,BEMETARA
CHC KHANDSARA,CHHATTISGARH,BEMETARA
CHC THANKHAMHARIYA,CHHATTISGARH,BEMETARA
PHC Devkar,CHHATTISGARH,BEMETARA
PHC Parpodi,CHHATTISGARH,BEMETARA
PHC Karesara,CHHATTISGARH,BEMETARA
PHC Nandghat,CHHATTISGARH,BEMETARA
PHC Chhirha,CHHATTISGARH,BEMETARA
PHC Dadhi,CHHATTISGARH,BEMETARA
PHC Kushmi,CHHATTISGARH,BEMETARA
PHC Jewara,CHHATTISGARH,BEMETARA
Primary Health Centre Maro,CHHATTISGARH,BEMETARA
Primary Health Centre Katai,CHHATTISGARH,BEMETARA
primary health centre Temri,CHHATTISGARH,BEMETARA
primary health centre Sambalpur,CHHATTISGARH,BEMETARA
PRIMARY HEALTH CENTER Chandanu,CHHATTISGARH,BEMETARA
PRIMARY HEALTH CENTER Marka,CHHATTISGARH,BEMETARA
CHC DondI LOHARA,CHHATTISGARH,BALOD
CHC  GUNDERDEHI,CHHATTISGARH,BALOD
COMMUNITY HEALTH CENTER GURUR,CHHATTISGARH,BALOD
CHC Dondi,CHHATTISGARH,BALOD
CHC Arjunda,CHHATTISGARH,BALOD
District Hospital Balod,CHHATTISGARH,BALOD
CHC Deori,CHHATTISGARH,BALOD
PHC Chikhalakasa,CHHATTISGARH,BALOD
PHC PURUR,CHHATTISGARH,BALOD
PRIMARY HEALTH CENTRE SANKARA,CHHATTISGARH,BALOD
PHC PIPARCHHEDI,CHHATTISGARH,BALOD
PHC MANGCHUWA,CHHATTISGARH,BALOD
PHC KARHIBHADAR,CHHATTISGARH,BALOD
PHC SANJARI,CHHATTISGARH,BALOD
PHC NAHANDA,CHHATTISGARH,BALOD
PHC SUREGAON,CHHATTISGARH,BALOD
PHC KURDI,CHHATTISGARH,BALOD
PHC MAHUD B,CHHATTISGARH,BALOD
PHC RANCHIRAI,CHHATTISGARH,BALOD
PHC GUREDA,CHHATTISGARH,BALOD
CHC Lormi,CHHATTISGARH,MUNGELI
CHC Patharia,CHHATTISGARH,MUNGELI
DISTRICT HOSPITAL MUNGELI,CHHATTISGARH,MUNGELI
CHC SARGAON,CHHATTISGARH,MUNGELI
DISTRICT HOSPITAL BALRAMPUR,CHHATTISGARH,BALRAMPUR
CHC Rajpur,CHHATTISGARH,BALRAMPUR
CHC Ramanujganj,CHHATTISGARH,BALRAMPUR
CIVIL HOSPITAL WADRAFNAGAR,CHHATTISGARH,BALRAMPUR
CHC Shankargarh,CHHATTISGARH,BALRAMPUR
CHC Kusmi,CHHATTISGARH,BALRAMPUR
PHC Barion,CHHATTISGARH,BALRAMPUR
PHC Ara,CHHATTISGARH,BALRAMPUR
PHC Sanawal,CHHATTISGARH,BALRAMPUR
PHC Domarkhola,CHHATTISGARH,BALRAMPUR
PHC Maharajganj,CHHATTISGARH,BALRAMPUR
PHC Pasta,CHHATTISGARH,BALRAMPUR
PHC Chalgali,CHHATTISGARH,BALRAMPUR
PHC JAMWANTPUR,CHHATTISGARH,BALRAMPUR
PHC CHANDO,CHHATTISGARH,BALRAMPUR
PHC BALANGI,CHHATTISGARH,BALRAMPUR
PHC MURKOL,CHHATTISGARH,BALRAMPUR
PHC Gopalpur Balrampur,CHHATTISGARH,BALRAMPUR
PHC BULSIKALA,CHHATTISGARH,BALRAMPUR
PHC JAWAHARNAGAR,CHHATTISGARH,BALRAMPUR
PHC RAGHUNATHNAGAR,CHHATTISGARH,BALRAMPUR
PHC RAMCHANDRAPUR,CHHATTISGARH,BALRAMPUR
PHC SAMRI,CHHATTISGARH,BALRAMPUR
PHC dindo,CHHATTISGARH,BALRAMPUR
PHC Rewatpur,CHHATTISGARH,BALRAMPUR
PHC  Dipadihkala,CHHATTISGARH,BALRAMPUR
PHC BADKAGAON,CHHATTISGARH,BALRAMPUR
PHC Sulsuli,CHHATTISGARH,BALRAMPUR
PHC RANHAT,CHHATTISGARH,BALRAMPUR
PHC BARTIKALA,CHHATTISGARH,BALRAMPUR
PHC PANDRI,CHHATTISGARH,BALRAMPUR
PHC Bharatpur,CHHATTISGARH,BALRAMPUR
Primary Health Center Sabag,CHHATTISGARH,BALRAMPUR
Community Health Center  Bhaiyathan,CHHATTISGARH,SURAJPUR
Community Health Center  Odgi,CHHATTISGARH,SURAJPUR
Community Health Center  BISHRAMPUR,CHHATTISGARH,SURAJPUR
Community Health Center Ramanujnagar,CHHATTISGARH,SURAJPUR
Community Health Center  PRATAPPUR,CHHATTISGARH,SURAJPUR
Community Health Center Premnagar,CHHATTISGARH,SURAJPUR
DISTRICT HOSPITAL SURAJPUR,CHHATTISGARH,SURAJPUR
PHC AJABNAGAR,CHHATTISGARH,SURAJPUR
PHC BANJA,CHHATTISGARH,SURAJPUR
PHC BATRA,CHHATTISGARH,SURAJPUR
PHC BIHARPUR CHANDANI,CHHATTISGARH,SURAJPUR
phc Dharampur,CHHATTISGARH,SURAJPUR
PHC GANESHPUR,CHHATTISGARH,SURAJPUR
PHC KANDRAI,CHHATTISGARH,SURAJPUR
PHC MOHARSHOP,CHHATTISGARH,SURAJPUR
PHC PENDARI ,CHHATTISGARH,SURAJPUR
PHC Ramkola,CHHATTISGARH,SURAJPUR
PHC SONGARA,CHHATTISGARH,SURAJPUR
PHC UMESHWARPUR,CHHATTISGARH,SURAJPUR
PHC AGHINA,CHHATTISGARH,SURAJPUR
District Hospital Balodabazar,CHHATTISGARH,BALODA BAZAR
CHC Kasdol,CHHATTISGARH,BALODA BAZAR
CHC Bhatapara,CHHATTISGARH,BALODA BAZAR
CHC Bilaigarh,CHHATTISGARH,SARANGARH BILAIGARH
CHC Simga,CHHATTISGARH,BALODA BAZAR
CHC Lawan,CHHATTISGARH,BALODA BAZAR
Phc Rohasi,CHHATTISGARH,BALODA BAZAR
PHC  HATHBAND,CHHATTISGARH,BALODA BAZAR
PHC KATGI,CHHATTISGARH,BALODA BAZAR
CHC SUHELA,CHHATTISGARH,BALODA BAZAR
PHC SARSIWA,CHHATTISGARH,SARANGARH BILAIGARH
PHC BHATGAON,CHHATTISGARH,SARANGARH BILAIGARH
PHC DAMAKHEDA,CHHATTISGARH,BALODA BAZAR
PHC NIPANIYA,CHHATTISGARH,BALODA BAZAR
PHC ARJUNI BalodaBazar,CHHATTISGARH,BALODA BAZAR
PHC RISDA,CHHATTISGARH,BALODA BAZAR
PHC GOPALPUR BalodaBazar,CHHATTISGARH,SARANGARH BILAIGARH
CHC Chhura,CHHATTISGARH,GARIABAND
CHC Rajim,CHHATTISGARH,GARIABAND
CHC MAINPUR,CHHATTISGARH,GARIABAND
DISTRICT HOSPITAL GARIYABAND,CHHATTISGARH,GARIABAND
Civil Hospital Deobhog,CHHATTISGARH,GARIABAND
CHC Fingeshwar,CHHATTISGARH,GARIABAND
"PHC Panduka, Gariyaband",CHHATTISGARH,GARIABAND
"PHC, Kochvay, Gariyaband",CHHATTISGARH,GARIABAND
"PHC, Patsioni, Gariyaband",CHHATTISGARH,GARIABAND
"PHC, Kondkera, Gariyaband",CHHATTISGARH,GARIABAND
"PHC, Khadma, Gariyaband",CHHATTISGARH,GARIABAND
PHC PiperChhedi,CHHATTISGARH,GARIABAND
CHC Amlipadar,CHHATTISGARH,GARIABAND
"PHC Urmal, Gariyaband",CHHATTISGARH,GARIABAND
"PHC Rasela, Gariyaband",CHHATTISGARH,GARIABAND
